"pk","bibref","Var1","Relation","Var2","Cor","Subject","Type","SampleN","SampleLocation","SampleDemographic","AnalysisType","AnalysisDetails","StatType","Stat","Confirmed","Notes"
"312755968","chaudhary2016competition","3905652898",">","1924092568","none","Human Ecology; Anthropology","experiment","","","","","","","","",""
"4083854711","chaudhary2016competition","1924092568",">","3905652898","none","Human Ecology; Anthropology","","","","","","","","","",""
"4237835362","chaudhary2016competition","1924092568",">","1957173644","none","Human Ecology; Anthropology","","","","","","","","","",""
"3993971543","chaudhary2016competition","1772266624","/>","1924092568","none","Human Ecology; Anthropology","","","","","","","","","",""
"2515128491","chaudhary2016competition","2960962300","/>","1924092568","none","Human Ecology; Anthropology","","","","","","","","","",""
"1187511931","chaudhary2016competition","1924092568",">","3448792192","none","Human Ecology; Anthropology","","","","","","","","","",""
"268371249","debove2016models","1879566420",">","1840845217","none","Behavioural Economics","model","","","","","","","","","When the player gets to alternate between roles of proposer and responder, the equilibrium offer becomes a 50% share of the endowment"
"235975259","debove2016models","939134926",">","1840845217","none","Behavioural Economics","model","","","","","","","","","Reputation of both proposers and responders become important in the partner choice framework, where one needs to maintain their reputation in order to be chosen as partners. This leads to the evolution of an equilibrium offer of 50% of the endowment"
"3714390090","debove2016models","939134926","^","959497816","none","Evolutionary biology","model","","","","","","","","",""
"171692070","debove2016models","1879566420","^","959497816","none","Evolutionary biology","model","","","","","","","","",""
"1820582851","debove2016models","3293502617",">","1840845217","none","Behavioural Economics","model","","","","","","","","","Unpredictable behavior (noisy strategy of play) by the responder means that proposer loses the chance of having their offers rejected. In such cases, offering a 50% split of endowment allows them to lessen this possibility of rejection"
"652751938","debove2016models","3293502617","^","959497816","none","Evolutionary biology","model","","","","","","","","","Noisy or unPredictable behaviour of responders, create a selection pressure on proposers to start offering equal and fair shares. The selection pressure is thus, stronger on the latter. This can also happen if instead of noisy play, there are random mutations which keep introducing demanding responders"
"438200815","debove2016models","3592789648",">","1840845217","none","Behavioural Economics","model","","","","","","","","","Inflicting larger cost on others than on oneself, by playing spiteful strategies, responders can influence the Offer made by proposers"
"3185551033","debove2016models","2771823229",">","1840845217","none","Behavioural Economics","","","","","","","","","",""
"4034408269","debove2016models","2771823229","^","959497816","none","Evolutionary biology","model","","","","","","","","","The spatial structure of population exerts a strong influence on the evolution of fairness"
"2443977095","debove2016models","1571239914",">","1840845217","none","Behavioural Economics","model","","","","","","","","","Proposers only make those offers, which they themselves would be happy to accept, were they the responder"
"4054928280","debove2016models","1571239914","^","959497816","none","Evolutionary biology","","","","","","","","","",""
"3408176986","dyble2016networks","1587070471",">","2755396663","none","Human Ecology; Anthropology",NA,"",NA,NA,"",NA,"",NA,NA,"Reflects sexual division of labour as married women and women with children younger than 2 produce much less calories and get food by food-sharing within the houshold"
"873624701","dyble2016networks","1587070471",">","1772266624","none","Human Ecology; Anthropology",NA,"",NA,NA,"",NA,"",NA,NA,"Individuals tend to share food with related individuals. Highly related individuals within household and more related individuals within one’s cluster than the wider camp"
"274210244","dyble2016networks","1587070471",">","2035559901","none","Human Ecology; Anthropology",NA,"",NA,NA,"",NA,"",NA,NA,"Calorific value of food package determines how it is shared, food with higher calorie value are shared with wider reach of people"
"2208256260","dyble2016networks","1587070471",">","3564998466","none","Human Ecology; Anthropology",NA,"",NA,NA,"",NA,"",NA,NA,"Larger camps have more number of clusters, rather than bigger clusters"
"1832998355","","3274931583","~=","1587070471","","Human Ecology; Anthropology",NA,"",NA,NA,"",NA,"",NA,NA,"food-sharing cluster"
"3130665662","jansen2016perceived","4255055275",">","3806255268","none","Sociology; Comparative Sociology; Gender Studies",NA,"","","","","","","","","True for both men and women"
"3397940786","jansen2016perceived","3618013502","/>","3806255268","neg","Sociology; Comparative Sociology; Gender Studies",NA,"","","","","","","","","Relative share of paid work does not influence fairness perceptions in women, but it does so in men. In women though, absolute hours in paid work does affect their perception of fairness."
"663348059","jansen2016perceived","167606790",">","3806255268","neg","Sociology; Comparative Sociology; Gender Studies",NA,"","","","","","","","","Holds for women earning a higher share of the household income. Does not hold for men"
"496208514","jansen2016perceived","23781243",">","3806255268","pos","Sociology; Comparative Sociology; Gender Studies",NA,"","","","","","","","","Lowe educated women tend to find the division of housework as unfair, as compared to higher educated women"
"1957270305","jansen2016perceived","2629107599","/>","3806255268","none","Sociology; Comparative Sociology; Gender Studies",NA,"","","","","","","","",""
"1549080463","jansen2016perceived","2960962300",">","3806255268","neg","Sociology; Comparative Sociology; Gender Studies",NA,"","","","","","","","","Having children makes both men and women perceive their share of housework to be ‘more’ than what is fair"
"1357732002","jansen2016perceived","3222239845",">","3806255268","neg","Sociology; Comparative Sociology; Gender Studies",NA,"","","","","","","","","Finding unequal division of housework unfair is more common in countries where women spend higher number of average hours in the labour market"
"2423898096","jansen2016perceived","433011654",">","3806255268","neg","Sociology; Comparative Sociology; Gender Studies",NA,"","","","","","","","",""
"3565598132","smith2016camp","2112471750","~","1587070471","none","Human Ecology; Anthropology","","","","","","","","","","Food-sharing seen in three camps, not seen in three"
"444847063","smith2016camp","1680330482",">","2112471750","pos","Human Ecology; Anthropology","","","","","","","","","",""
"2909007440","smith2016camp","2112471750",">","1680330482","pos","Human Ecology; Anthropology","","","","","","","","","",""
"2081481457","smith2016camp","1772266624",">","2112471750","none","Human Ecology; Anthropology","","","","","","","","","",""
"3966885241","smith2016camp","107375580",">","2112471750","pos","Human Ecology; Anthropology","experiment","","","","","","","","",""
"3550931615","smith2016camp","2960962300",">","2112471750","neg","Human Ecology; Anthropology","experiment","","","","","","","","yes",""
"519128760","smith2016camp","6219488",">","2112471750","pos","Human Ecology; Anthropology","experiment","","","","","","","","yes",""
"4036822898","barclay2017motivated","3416484676","~","1482143592","none","Cognitive Science; Applied Psychology","","","","","","","","","",""
"2592983710","barclay2017motivated","1482143592",">","3806255268","none","Cognitive Science; Applied Psychology","review","","","","","","","","","Instrumental motives reflect a self-interest perspective and are Those motives which give the actor a sense of control over the outcomes, thus determining their fairness perception.  Instrumental motives include broadly based social exchange theories, economic rationality, equity-based theories and the control model."
"1910266047","barclay2017motivated","3416484676","~","2231605591","none","Cognitive Science; Applied Psychology","","","","","","","","","",""
"422954213","barclay2017motivated","3416484676","~","365447544","none","Cognitive Science; Applied Psychology","","","","","","","","","",""
"2262612760","barclay2017motivated","2231605591",">","3806255268","none","Cognitive Science; Applied Psychology","review","","","","","","","","","Moral motives are shaped by duties, norms and moral accountability, which are all strong influencers of what people will perceive to be fair. This approach suggests an abandonment of self-interest, while making fairness evaluations"
"3993146057","barclay2017motivated","365447544",">","3806255268","none","Cognitive Science; Applied Psychology","review","","","","","","","","","Relational motives include people’s need to feel a sense of belonging to the group and can have a powerful influence on what people consider to be fair."
"1455476155","barclay2017motivated","2046014520","~","3720698591","none","Cognitive Science; Applied Psychology","","","","","","","","","",""
"2316680322","barclay2017motivated","2046014520","~","299969601","none","Cognitive Science; Applied Psychology","","","","","","","","","",""
"965427414","barclay2017motivated","3720698591",">","3806255268","none","Cognitive Science; Applied Psychology","review","","","","","","","","","Controlled processing efforts in the form of comparing one’s input to outcome ratio with a referent other’s (equity theory), or various procedural rules in one’s actions (procedural justice), lend a direct influence on one’s fairness perceptions"
"444746567","barclay2017motivated","299969601",">","3806255268","none","Cognitive Science; Applied Psychology","review","","","","","","","","","Automatic processing and cognition, like use of experience-based heuristics (fairness heuristics theory), making extreme judgements and justifications in times of uncertainty (uncertainty management theory & system justification theory), personality traits (individual differences) and intuitive moral mandates influence and motivate fairness perceptions."
"1772033733","barclay2017motivated","1326554089",">","3806255268","none","Cognitive Science; Applied Psychology","review","","","","","","","","","Affect can act as information, especially in times of uncertainty: people might use the “how do I feel about it” heuristic to make a fairness judgement. Also, positive moods enhance fairness perception and negative moods decrease fairness perceptions"
"1772102587","barclay2017motivated","4023720154",">","3806255268","none","Cognitive Science; Applied Psychology","review","","","","","","","","","Individual traits can serve as lens through which individuals perceive fairness of stimuli, influence how they experience certain events and also influence the way others behave with them, thus changing outcomes of events and thus fairness perceptions"
"2634075594","barclay2017motivated","1689336339",">","3806255268","none","Cognitive Science; Applied Psychology","review","","","","","","","","","Emotions like anger, sadness etc can influence one’s cognitive appraisal systems which leads to fairness perceptions. Anger leads to negative perceptions of fairness."
"2898966870","barclay2017motivated","1689336339",">","2046014520","none","Cognitive Science; Applied Psychology","review","","","","","","","","","Emotional states lend a heavy influence on the cognitive processing of information and thus, influence fairness perceptions. For example, anger leads to higher use of automatic judgements, whereas sadness leads to use of controlled processing."
"2826841741","barclay2017motivated","1326554089",">","2046014520","none","Cognitive Science; Applied Psychology","review","","","","","","","","","Mood can influence strategies used to process information (direct access/ motivated/ heuristic/ substantive processing) and can also shape the content of the processing, including preferences for procedural rules."
"1539728020","barclay2017motivated","2068299550",">","3806255268","none","Cognitive Science; Applied Psychology","review","","","","","","","","","The perspective of the observer can influence the perception of fairness of a situation as observers want to uphold moral values and avoid/ seek out specific treatment in comparable cases"
"3358368750","barclay2017motivated","3556359124",">","3806255268","none","Cognitive Science; Applied Psychology","review","","","","","","","","","The actor wants to maintain a “fair person” image and also perceive her own self to be fair and thus will change her own actions and behaviours in order to perceive fairness and allow others to do the same."
"4039546811","heap2017coordination","1474419721",">","804016480","pos","Experimental Economics; Psychology","experiment","100","United Kingdom","University students","Two-tailed test",NA,NA,NA,"no","A restricted (given) number of choices for coordination led to worse coordination among participants"
"531615356","heap2017coordination","3492429348",">","804016480","neg","Experimental Economics; Psychology","experiment","100","United Kingdom","University students","",NA,NA,NA,"no","An unrestricted (no choices given) choice set leads to better coordination  "
"3615943458","heap2017coordination","3503739928",">","3492429348","","","",NA,"","","",NA,NA,NA,"",""
"3154645086","heap2017coordination","1319832814",">","3492429348","","","",NA,"","","",NA,NA,NA,"",""
"4235466511","heap2017coordination","1889486234","~=","3503739928","","","",NA,"","","",NA,NA,NA,"","rule: typicality"
"3429666102","heap2017coordination","79762753","~=","3503739928","","","",NA,"","","",NA,NA,NA,"","rule: prominence"
"2744738534","heap2017coordination","1732894115","~=","3503739928","","","",NA,"","","",NA,NA,NA,"","rule: prototypicality"
"3191678286","heap2017coordination","1340163834","~=","3503739928","","","",NA,"","","",NA,NA,NA,"","rule: similarity"
"1066492522","heap2017coordination","4019256400","~=","3503739928","","","",NA,"","","",NA,NA,NA,"","rule: favourite"
"185857431","heap2017coordination","476949642","~=","3503739928","","","",NA,"","","",NA,NA,NA,"","rule: odd-one out"
"1000231454","heap2017coordination","1889486234","~=","1319832814","","","",NA,"","","",NA,NA,NA,"","rule: typicality"
"1822880647","heap2017coordination","1732894115","~=","1319832814","","","",NA,"","","",NA,NA,NA,"","rule: prototypicality"
"2896132438","heap2017coordination","79762753","~=","1319832814","","","",NA,"","","",NA,NA,NA,"","rule: prominence"
"799250931","heap2017coordination","476949642","~=","1319832814","","","",NA,"","","",NA,NA,NA,"","rule: odd-one out"
"761718574","heap2017coordination","4019256400","~=","1319832814","","","",NA,"","","",NA,NA,NA,"","rule: favourite"
"2486421179","heap2017coordination","1340163834","~=","1319832814","","","",NA,"","","",NA,NA,NA,"","rule: similarity"
"3811131460","heap2017coordination","3503739928",">","1474419721","neg","","",NA,"","","",NA,NA,NA,"no","rule concordance: own"
"2294239227","heap2017coordination","1305299389",">","3492429348","","","",NA,"","","",NA,NA,NA,"no","rule use frequency"
"359221749","horne2018time","2786621408",">","4255055275","none",NA,"statistical","","","","","","","","","Women performed significantly more housework than men, during transition to adulthood "
"550643704","horne2018time","3137690604",">","4255055275","pos",NA,"","","","","","","","","","significant correlation only for women transitioning to young adulthood"
"2312215468","horne2018time","167606790",">","4255055275","pos",NA,"","","","","","","","","","significant correlation only for women transitioning to young adulthood"
"3837896904","horne2018time","2960962300",">","4255055275","none",NA,"","","","","","","","","","Raising children decreased housework for young adult men and more housework hours for young adult women"
"1050758853","horne2018time","1510746352","/>","4255055275","neg",NA,"","","","","","","","","","Being married meant more housework for midlife women"
"728414888","horne2018time","103015927",">","3137690604","none",NA,"","","","","","","","","","The degree to which work hours affect housework responsibility differ substantially across life stages"
"4184710344","horne2018time","103015927",">","167606790","none",NA,"","","","","","","","","","The degree to which relative income affect housework responsibility differ substantially across life stages"
"3444667045","horne2018time","103015927",">","2960962300","none",NA,"","","","","","","","","","The degree to which having children affect housework responsibility differ substantially across life stages"
"1204973548","horne2018time","103015927",">","1510746352","none",NA,"","","","","","","","","","The degree to which marital status affect housework responsibility differ substantially across life stages"
"745670894","horne2018time","2629107599","~","103015927","none",NA,"","","","","","","","","",""
"4284970922","hu2018fairness","3806255268",">","4211266876","pos",NA,NA,"","","","","","","","",""
"1032514422","hu2018fairness","934800318",">","4211266876","pos",NA,NA,"","","","","","","","",""
"3574777807","hu2018fairness","93820980",">","4211266876","pos",NA,NA,"","","","","","","","","Wife’s relative housework is proxy for referential comparison between partners. When woman’s comparison with her spouse is favourable (inter-gender), there is greater family life satisfaction"
"981147410","hu2018fairness","3367459655",">","4211266876","none",NA,NA,"","","","","","","","","GEM shows great moderating effects: when division of labour was perceived to be unfair, women in more gender egalitarian countries were significantly less satisfied with their family life"
"675384510","dyble2019engagement","1576195433",">","4125861470","pos","Human Ecology; Anthropology","other","","","","","","","","",""
"4177945952","dyble2019engagement","1576195433",">","2623566522","neg","Human Ecology; Anthropology","other","","","","","","","","","Mainly for women"
"1737223050","dyble2019engagement","1576195433","/>","93820980","none","Human Ecology; Anthropology","other","","","","","","","","","Correlation was found for time spent in domestic chores, inspecific to gender. But since, women do significantly more domestic chores, it has been coded as ‘wife’s share’"
"2480931110","huppert2019development","2629107599",">","2168294351","pos","Psychology; Developmental Psychology","experiment","","","","","","","","",""
"3183688434","huppert2019development","2168294351",">","3806255268","pos","Psychology; Developmental Psychology","","","","","","","","","",""
"970359571","huppert2019development","3755557649",">","2168294351","neg","Psychology; Developmental Psychology","experiment","","","","","","","","","Children from individualistic cultures showed greater preference for equity (than children from collectivistic cultures), when merit was varied "
"2821615908","huppert2019development","1571239914",">","2168294351","neg","Psychology; Developmental Psychology","experiment","","","","","","","","",""
"81762250","huppert2019development","2404186540",">","2168294351","pos","Psychology; Developmental Psychology","experiment","","","","","","","","",""
"1116690508","huppert2019development","1388146405","/>","2168294351","none","Psychology; Developmental Psychology","experiment","","","","","","","","","However, there exists an interaction between age and culture, suggesting that development of equityy varies by culture."
"2588312400","huppert2019development","1388146405",">","2404186540","none","Psychology; Developmental Psychology","experiment","","","","","","","","","Culture predicted differences in allocation when wealth was varied in the condition"
"1947264228","huppert2019development","1388146405",">","3755557649","none","Psychology; Developmental Psychology","experiment","","","","","","","","","Culture predicted differences in allocation when merit was varied in the condition"
"527168735","huppert2019development","1920736907","/>","2168294351","none","Psychology; Developmental Psychology","","","","","","","","","",""
"348831780","larney2019stake","3962006470",">","2265411316","neg",NA,NA,"","","","","","","","","Offers go down as stake sizes increase. Significant but small effect"
"1403598244","larney2019stake","3962006470","/>","1840845217","none",NA,NA,"","","","","","","","",""
"3473387912","smith2019friend","1772266624",">","1587070471","pos","Human Ecology; Anthropology","","","","","","","","","",""
"3969447408","smith2019friend","2112471750",">","1587070471","neg","Human Ecology; Anthropology","","","","","","","","","",""
"944592966","smith2019friend","2258247017","/>","1587070471","none","Human Ecology; Anthropology","","","","","","","","","",""
"4005633792","smith2019friend","2786621408",">","1587070471","none","Human Ecology; Anthropology","experiment","","","","","","","","","Same-gender dyads much more likely to share food than opposite-sex dyads"
"1445796781","smith2019friend","2629107599",">","1587070471","pos","Human Ecology; Anthropology","experiment","","","","","","","","","Adult and older individuals much more likely to receive food via sharing"
"3410766879","smith2019friend","2112471750",">","2015134600","neg","Human Ecology; Anthropology","hypothesis","","","","","","","","","Individuals who are in greater need of resources (high number of dependent offsprings; low food producing), will share less"
"3738519344","smith2019friend","1587070471",">","2015134600","pos","Human Ecology; Anthropology","experiment","","","","","","","","","Individuals share with those who are in need (need-based cooperation) and not to those who are more giving (reciprocity based sharing)"
"1803125790","aina2020frustration","889250362",">","1341976853","pos","Behavioural Economics","experiment","","","","","","","","","If responder has high expectations, her propensity to reject the offer goes up. Here, offer rejection reflects the actual decision made in the game (contrary to hypothetical decisions that responder ‘thinks’ she will make), and can be compared with a perception of fairness (rejection of offer, if considered unfair)"
"730529688","aina2020frustration","3544667077",">","1341976853","neg","Behavioural Economics","experiment","","","","","","","","","Frequency of rejection of greedy (unfair) offer is lower in actual scenarios, as opposed to hypothetical scenarios"
"4168784155","aina2020frustration","2709055184",">","1341976853","none","Behavioural Economics","experiment","","","","","","","","",""
"3952468291","aina2020frustration","3714112673","/>","1341976853","none","Behavioural Economics","experiment","","","","","","","","","Rejection (or acceptance) of greedy (unfair) offers is not significantly different across payment conditions"
"1516544572","aina2020frustration","1394614812",">","1840845217","none","Behavioural Economics","experiment","","","","","","","","","If proposer initially expects responders to accept unfair offers, they are more likely to make an unfair offer"
"4217091651","aina2020frustration","3714112673","/>","1394614812","none","Behavioural Economics","experiment","","","","","","","","","Proposer expectations of responder acceptance is not significantly different across payoff conditions"
"1929219923","carriero2020role","2018486284",">","93820980","none",NA,"model","","","","","","","","","Gender roles in one’s country of origin (measured by women’s share of household labour) increases women’s share of housework in destination country"
"1192017311","carriero2020role","4030253647",">","93820980","none",NA,"","","","","","","","","","Effect of destination was homogenous across Europe. That is, the country of destination did not matter, whichever country it was"
"1055444199","carriero2020role","23781243",">","93820980","neg",NA,"","","","","","","","","","Effect mediated by being a part of traditional cultural backgrounds"
"2830325224","carriero2020role","377943548",">","93820980","neg",NA,"","","","","","","","","","Cohabiting couples have more gender-egalitarian distribution of household labour, than married couples"
"2282837425","carriero2020role","1454033117",">","93820980","none",NA,"","","","","","","","","","In more gender-egalitarian welfare regimes, in origin countries, wife’s share of housework reduces"
"1502106706","carriero2020role","2182526392",">","93820980","none",NA,"","","","","","","","","","Effects of culture are less pronounced in the children of migrants, that is, the second generation"
"1902652181","hwang2020paid","2043422226","/>","2630098214","none","Sociology; Gender Studies",NA,"","","","","","","","","Becomes significant, in interaction with a perception of fairness. Paid leave has a positive effect on alleviating depressive symptoms, when women perceive the distribution of housework to be fair"
"3471762268","hwang2020paid","3806255268",">","2630098214","none","Sociology; Gender Studies",NA,"","","","","","","","","Perceiving fairness regarding division of household labour is correlated with depressive symptoms"
"1739745123","test2020test","2043422226","/>","2630098214","none","Sociology; Gender Studies","statistical","200","United States of America; Ireland","University students aged 19-22","linear regression","controlling for X","beta","0.1","","Becomes significant, in interaction with a perception of fairness. Paid leave has a positive effect on alleviating depressive symptoms, when women perceive the distribution of housework to be fair"
"834673090","test2020test","3806255268",">","2630098214","pos","Sociology; Gender Studies","statistical","200","United States of America; Ireland","University students aged 19-22","linear regression","controlling for X","beta","1.2","","Perceiving fairness regarding division of household labour is correlated with depressive symptoms"
